Time,Feedback
"Instant { tv_sec: 1774678, tv_nsec: 720333673 }",-1.4670001
"Instant { tv_sec: 1774678, tv_nsec: 720477594 }",1.355
"Instant { tv_sec: 1774678, tv_nsec: 720548591 }",1.325
"Instant { tv_sec: 1774678, tv_nsec: 720612746 }",1.59
"Instant { tv_sec: 1774678, tv_nsec: 784697055 }",1.508
"Instant { tv_sec: 1774678, tv_nsec: 800604780 }",-0.628
"Instant { tv_sec: 1774678, tv_nsec: 912722894 }",1.284
"Instant { tv_sec: 1774678, tv_nsec: 960716939 }",-0.61700004
"Instant { tv_sec: 1774678, tv_nsec: 960847607 }",-0.67
"Instant { tv_sec: 1774679, tv_nsec: 264713628 }",1.2720001
"Instant { tv_sec: 1774679, tv_nsec: 312612018 }",-1.478
"Instant { tv_sec: 1774679, tv_nsec: 392770731 }",-0.56
"Instant { tv_sec: 1774679, tv_nsec: 504784797 }",-0.52000004
"Instant { tv_sec: 1774679, tv_nsec: 552513252 }",-0.83800006
"Instant { tv_sec: 1774679, tv_nsec: 744409098 }",-0.592
"Instant { tv_sec: 1774679, tv_nsec: 744480422 }",1.3470001
"Instant { tv_sec: 1774679, tv_nsec: 840589276 }",1.294
"Instant { tv_sec: 1774679, tv_nsec: 920594873 }",-0.559
"Instant { tv_sec: 1774680, tv_nsec: 160444561 }",1.432
"Instant { tv_sec: 1774680, tv_nsec: 192488535 }",-0.508
"Instant { tv_sec: 1774680, tv_nsec: 208033258 }",-0.772
"Instant { tv_sec: 1774680, tv_nsec: 224394617 }",1.2650001
"Instant { tv_sec: 1774680, tv_nsec: 288689010 }",1.422
"Instant { tv_sec: 1774680, tv_nsec: 416533484 }",1.5320001
"Instant { tv_sec: 1774680, tv_nsec: 528510114 }",1.358
"Instant { tv_sec: 1774680, tv_nsec: 544052293 }",1.4180001
"Instant { tv_sec: 1774680, tv_nsec: 624606048 }",-0.508
"Instant { tv_sec: 1774680, tv_nsec: 975990397 }",1.4770001
"Instant { tv_sec: 1774681, tv_nsec: 24499931 }",-0.952
"Instant { tv_sec: 1774681, tv_nsec: 56543894 }",1.284
"Instant { tv_sec: 1774681, tv_nsec: 72436660 }",-0.537
"Instant { tv_sec: 1774681, tv_nsec: 152485454 }",-0.64000005
"Instant { tv_sec: 1774681, tv_nsec: 184444329 }",-0.74700004
"Instant { tv_sec: 1774681, tv_nsec: 199970830 }",-0.81200004
"Instant { tv_sec: 1774681, tv_nsec: 216458934 }",-1.32
"Instant { tv_sec: 1774681, tv_nsec: 248355173 }",-1.0200001
"Instant { tv_sec: 1774681, tv_nsec: 360220968 }",1.5600001
"Instant { tv_sec: 1774681, tv_nsec: 424290447 }",1.524
"Instant { tv_sec: 1774681, tv_nsec: 440398723 }",1.376
"Instant { tv_sec: 1774681, tv_nsec: 487978171 }",-0.721
"Instant { tv_sec: 1774681, tv_nsec: 504254208 }",-0.56100005
"Instant { tv_sec: 1774681, tv_nsec: 520516684 }",-0.574
"Instant { tv_sec: 1774681, tv_nsec: 616386159 }",-0.772
"Instant { tv_sec: 1774681, tv_nsec: 696262436 }",-0.55
"Instant { tv_sec: 1774681, tv_nsec: 712332927 }",-1.1350001
"Instant { tv_sec: 1774681, tv_nsec: 712502781 }",-1.023
"Instant { tv_sec: 1774681, tv_nsec: 728258838 }",-1.2780001
"Instant { tv_sec: 1774681, tv_nsec: 728408936 }",-1.3750001
"Instant { tv_sec: 1774681, tv_nsec: 744074188 }",-1.455
"Instant { tv_sec: 1774681, tv_nsec: 744204331 }",-1.48
"Instant { tv_sec: 1774681, tv_nsec: 760216355 }",-1.4440001
"Instant { tv_sec: 1774681, tv_nsec: 775965647 }",-1.4410001
"Instant { tv_sec: 1774681, tv_nsec: 776192106 }",-1.496
"Instant { tv_sec: 1774681, tv_nsec: 808373747 }",-1.376
"Instant { tv_sec: 1774681, tv_nsec: 823962339 }",-1.526
"Instant { tv_sec: 1774681, tv_nsec: 824182363 }",-1.4560001
"Instant { tv_sec: 1774681, tv_nsec: 840419347 }",-0.55
"Instant { tv_sec: 1774681, tv_nsec: 840565041 }",-0.9250001
"Instant { tv_sec: 1774681, tv_nsec: 840639827 }",-1.3570001
"Instant { tv_sec: 1774681, tv_nsec: 856183561 }",-1.217
"Instant { tv_sec: 1774681, tv_nsec: 856416995 }",-1.422
"Instant { tv_sec: 1774681, tv_nsec: 872398937 }",-1.4440001
"Instant { tv_sec: 1774681, tv_nsec: 872548845 }",-1.4080001
"Instant { tv_sec: 1774681, tv_nsec: 887925355 }",-0.77400005
"Instant { tv_sec: 1774681, tv_nsec: 888114087 }",-1.3080001
"Instant { tv_sec: 1774681, tv_nsec: 919885692 }",-1.4640001
"Instant { tv_sec: 1774681, tv_nsec: 936253279 }",-1.389
"Instant { tv_sec: 1774681, tv_nsec: 936413041 }",-1.3330001
"Instant { tv_sec: 1774681, tv_nsec: 936488096 }",-1.4590001
"Instant { tv_sec: 1774681, tv_nsec: 936556815 }",-1.514
"Instant { tv_sec: 1774681, tv_nsec: 952225032 }",-1.337
"Instant { tv_sec: 1774681, tv_nsec: 952373622 }",-1.5070001
"Instant { tv_sec: 1774681, tv_nsec: 952448731 }",-1.4070001
"Instant { tv_sec: 1774681, tv_nsec: 968378366 }",-1.393
"Instant { tv_sec: 1774681, tv_nsec: 968511007 }",-1.0860001
"Instant { tv_sec: 1774681, tv_nsec: 984376611 }",-1.2060001
"Instant { tv_sec: 1774681, tv_nsec: 984525712 }",-1.312
"Instant { tv_sec: 1774681, tv_nsec: 984603371 }",-1.371
"Instant { tv_sec: 1774681, tv_nsec: 999916723 }",-1.3900001
"Instant { tv_sec: 1774682, tv_nsec: 92360 }",-1.021
"Instant { tv_sec: 1774682, tv_nsec: 16104468 }",-1.4990001
"Instant { tv_sec: 1774682, tv_nsec: 16421787 }",-1.4200001
"Instant { tv_sec: 1774682, tv_nsec: 32512198 }",-1.3130001
"Instant { tv_sec: 1774682, tv_nsec: 48485756 }",-1.468
"Instant { tv_sec: 1774682, tv_nsec: 80277371 }",-1.5350001
"Instant { tv_sec: 1774682, tv_nsec: 80423844 }",-1.462
"Instant { tv_sec: 1774682, tv_nsec: 96235498 }",-1.2
"Instant { tv_sec: 1774682, tv_nsec: 128295784 }",-1.4260001
"Instant { tv_sec: 1774682, tv_nsec: 144317413 }",-0.93900007
"Instant { tv_sec: 1774682, tv_nsec: 160178083 }",-1.5300001
"Instant { tv_sec: 1774682, tv_nsec: 160325180 }",-1.4900001
"Instant { tv_sec: 1774682, tv_nsec: 160399074 }",-1.3720001
"Instant { tv_sec: 1774682, tv_nsec: 192378044 }",-1.268
"Instant { tv_sec: 1774682, tv_nsec: 192560002 }",-1.3260001
"Instant { tv_sec: 1774682, tv_nsec: 208394163 }",-1.4250001
"Instant { tv_sec: 1774682, tv_nsec: 208542178 }",-1.5020001
"Instant { tv_sec: 1774682, tv_nsec: 208616655 }",-1.4640001
"Instant { tv_sec: 1774682, tv_nsec: 224223672 }",-1.465
"Instant { tv_sec: 1774682, tv_nsec: 224391353 }",-1.419
"Instant { tv_sec: 1774682, tv_nsec: 240418043 }",-1.3490001
"Instant { tv_sec: 1774682, tv_nsec: 240566442 }",-1.32
"Instant { tv_sec: 1774682, tv_nsec: 240641002 }",-1.422
"Instant { tv_sec: 1774682, tv_nsec: 256258664 }",-1.519
"Instant { tv_sec: 1774682, tv_nsec: 256421277 }",-1.4560001
"Instant { tv_sec: 1774682, tv_nsec: 271793035 }",-1.3750001
"Instant { tv_sec: 1774682, tv_nsec: 271939567 }",-1.5090001
"Instant { tv_sec: 1774682, tv_nsec: 272039180 }",-1.32
"Instant { tv_sec: 1774682, tv_nsec: 287980512 }",-0.975
"Instant { tv_sec: 1774682, tv_nsec: 288148827 }",-1.291
"Instant { tv_sec: 1774682, tv_nsec: 304133474 }",-1.273
"Instant { tv_sec: 1774682, tv_nsec: 304348852 }",-1.5270001
"Instant { tv_sec: 1774682, tv_nsec: 320341836 }",-1.4200001
"Instant { tv_sec: 1774682, tv_nsec: 335877752 }",-1.4430001
"Instant { tv_sec: 1774682, tv_nsec: 336090167 }",-1.3560001
"Instant { tv_sec: 1774682, tv_nsec: 352242856 }",-1.429
"Instant { tv_sec: 1774682, tv_nsec: 352378223 }",-1.493
"Instant { tv_sec: 1774682, tv_nsec: 368121704 }",-1.3850001
"Instant { tv_sec: 1774682, tv_nsec: 384380279 }",-1.411
"Instant { tv_sec: 1774682, tv_nsec: 384516408 }",-1.3690001
"Instant { tv_sec: 1774682, tv_nsec: 400351592 }",-1.4540001
"Instant { tv_sec: 1774682, tv_nsec: 400618052 }",-1.3050001
"Instant { tv_sec: 1774682, tv_nsec: 416396935 }",-1.3340001
"Instant { tv_sec: 1774682, tv_nsec: 416568544 }",-1.47
"Instant { tv_sec: 1774682, tv_nsec: 432354260 }",-1.123
"Instant { tv_sec: 1774682, tv_nsec: 432564115 }",-1.4490001
"Instant { tv_sec: 1774682, tv_nsec: 464425725 }",-1.4920001
"Instant { tv_sec: 1774682, tv_nsec: 464558476 }",-1.5120001
"Instant { tv_sec: 1774682, tv_nsec: 480117307 }",-1.261
"Instant { tv_sec: 1774682, tv_nsec: 480267622 }",-1.177
"Instant { tv_sec: 1774682, tv_nsec: 496059662 }",-1.529
"Instant { tv_sec: 1774682, tv_nsec: 496223524 }",-1.3770001
"Instant { tv_sec: 1774682, tv_nsec: 496335848 }",-0.896
"Instant { tv_sec: 1774682, tv_nsec: 512244450 }",-1.2880001
"Instant { tv_sec: 1774682, tv_nsec: 528161425 }",-1.5090001
"Instant { tv_sec: 1774682, tv_nsec: 528341801 }",-1.3980001
"Instant { tv_sec: 1774682, tv_nsec: 528435609 }",-1.4070001
"Instant { tv_sec: 1774682, tv_nsec: 544074656 }",-1.3970001
"Instant { tv_sec: 1774682, tv_nsec: 560126688 }",-1.5200001
"Instant { tv_sec: 1774682, tv_nsec: 560311559 }",-1.3790001
"Instant { tv_sec: 1774682, tv_nsec: 576195370 }",-1.3980001
"Instant { tv_sec: 1774682, tv_nsec: 576356312 }",-1.47
"Instant { tv_sec: 1774682, tv_nsec: 576467674 }",-1.281
"Instant { tv_sec: 1774682, tv_nsec: 592280359 }",-0.96000004
"Instant { tv_sec: 1774682, tv_nsec: 608190753 }",-1.3590001
"Instant { tv_sec: 1774682, tv_nsec: 624172007 }",-1.4540001
"Instant { tv_sec: 1774682, tv_nsec: 639987302 }",1.3470001
"Instant { tv_sec: 1774682, tv_nsec: 656129260 }",-1.2670001
"Instant { tv_sec: 1774682, tv_nsec: 656290452 }",-0.837
"Instant { tv_sec: 1774682, tv_nsec: 656364527 }",-1.5480001
"Instant { tv_sec: 1774682, tv_nsec: 656435158 }",-1.3230001
"Instant { tv_sec: 1774682, tv_nsec: 672247694 }",-1.399
"Instant { tv_sec: 1774682, tv_nsec: 672430204 }",-1.4640001
"Instant { tv_sec: 1774682, tv_nsec: 704260324 }",-1.3640001
"Instant { tv_sec: 1774682, tv_nsec: 704394482 }",-1.4030001
"Instant { tv_sec: 1774682, tv_nsec: 720194427 }",-1.399
"Instant { tv_sec: 1774682, tv_nsec: 720246056 }",-1.411
"Instant { tv_sec: 1774682, tv_nsec: 720271217 }",-1.248
"Instant { tv_sec: 1774682, tv_nsec: 735605448 }",-1.2670001
"Instant { tv_sec: 1774682, tv_nsec: 735684417 }",-1.5410001
"Instant { tv_sec: 1774682, tv_nsec: 735699224 }",-1.33
"Instant { tv_sec: 1774682, tv_nsec: 751601547 }",-1.5200001
"Instant { tv_sec: 1774682, tv_nsec: 751650914 }",-1.4000001
"Instant { tv_sec: 1774682, tv_nsec: 767618224 }",-0.83300006
"Instant { tv_sec: 1774682, tv_nsec: 767662898 }",-1.2870001
"Instant { tv_sec: 1774682, tv_nsec: 783610260 }",-1.4230001
"Instant { tv_sec: 1774682, tv_nsec: 783660991 }",-1.4720001
"Instant { tv_sec: 1774682, tv_nsec: 815614481 }",-1.419
"Instant { tv_sec: 1774682, tv_nsec: 815663438 }",-1.47
"Instant { tv_sec: 1774682, tv_nsec: 815714075 }",-1.5370001
"Instant { tv_sec: 1774682, tv_nsec: 831588337 }",-1.44
"Instant { tv_sec: 1774682, tv_nsec: 831639329 }",-1.4590001
"Instant { tv_sec: 1774682, tv_nsec: 847577043 }",-1.5120001
"Instant { tv_sec: 1774682, tv_nsec: 847622381 }",-1.44
"Instant { tv_sec: 1774682, tv_nsec: 863617399 }",-1.2420001
"Instant { tv_sec: 1774682, tv_nsec: 879608093 }",-1.4660001
"Instant { tv_sec: 1774682, tv_nsec: 896136284 }",-1.4810001
"Instant { tv_sec: 1774682, tv_nsec: 896188184 }",-1.21
"Instant { tv_sec: 1774682, tv_nsec: 912110187 }",-1.5200001
"Instant { tv_sec: 1774682, tv_nsec: 912150418 }",-1.5250001
"Instant { tv_sec: 1774682, tv_nsec: 928021576 }",-1.028
"Instant { tv_sec: 1774682, tv_nsec: 928070070 }",-1.248
"Instant { tv_sec: 1774682, tv_nsec: 928087165 }",-1.5070001
"Instant { tv_sec: 1774682, tv_nsec: 944096692 }",-1.343
"Instant { tv_sec: 1774682, tv_nsec: 944156865 }",-1.422
"Instant { tv_sec: 1774682, tv_nsec: 944178425 }",-1.317
"Instant { tv_sec: 1774682, tv_nsec: 960056679 }",-1.424
"Instant { tv_sec: 1774682, tv_nsec: 960153040 }",-1.1630001
"Instant { tv_sec: 1774682, tv_nsec: 976262666 }",-1.383
"Instant { tv_sec: 1774682, tv_nsec: 976366388 }",-1.1930001
"Instant { tv_sec: 1774682, tv_nsec: 992280200 }",-1.3440001
"Instant { tv_sec: 1774682, tv_nsec: 992430531 }",-1.399
"Instant { tv_sec: 1774682, tv_nsec: 992503649 }",-1.3410001
"Instant { tv_sec: 1774683, tv_nsec: 24216252 }",-1.358
"Instant { tv_sec: 1774683, tv_nsec: 24365727 }",-1.4080001
"Instant { tv_sec: 1774683, tv_nsec: 39943651 }",-1.5170001
"Instant { tv_sec: 1774683, tv_nsec: 40125876 }",-1.434
"Instant { tv_sec: 1774683, tv_nsec: 40205701 }",-0.79800004
"Instant { tv_sec: 1774683, tv_nsec: 56160248 }",-1.4900001
"Instant { tv_sec: 1774683, tv_nsec: 56394432 }",-1.263
"Instant { tv_sec: 1774683, tv_nsec: 71719521 }",-1.2590001
"Instant { tv_sec: 1774683, tv_nsec: 71865397 }",-1.4480001
"Instant { tv_sec: 1774683, tv_nsec: 71937641 }",-1.5330001
"Instant { tv_sec: 1774683, tv_nsec: 87822097 }",-1.4840001
"Instant { tv_sec: 1774683, tv_nsec: 104271810 }",-1.5270001
"Instant { tv_sec: 1774683, tv_nsec: 104419661 }",-1.422
"Instant { tv_sec: 1774683, tv_nsec: 120124084 }",-1.45
"Instant { tv_sec: 1774683, tv_nsec: 120272423 }",-1.1040001
"Instant { tv_sec: 1774683, tv_nsec: 120347006 }",-1.419
"Instant { tv_sec: 1774683, tv_nsec: 136311583 }",-1.373
"Instant { tv_sec: 1774683, tv_nsec: 136481584 }",-1.5050001
"Instant { tv_sec: 1774683, tv_nsec: 151724312 }",-1.4900001
"Instant { tv_sec: 1774683, tv_nsec: 167709866 }",-1.5100001
"Instant { tv_sec: 1774683, tv_nsec: 167863576 }",-1.4430001
"Instant { tv_sec: 1774683, tv_nsec: 167938938 }",-1.2950001
"Instant { tv_sec: 1774683, tv_nsec: 184298811 }",-1.3610001
"Instant { tv_sec: 1774683, tv_nsec: 199987522 }",-1.3540001
"Instant { tv_sec: 1774683, tv_nsec: 200205599 }",-1.427
"Instant { tv_sec: 1774683, tv_nsec: 216219749 }",-1.3900001
"Instant { tv_sec: 1774683, tv_nsec: 216391633 }",-0.73300004
"Instant { tv_sec: 1774683, tv_nsec: 232254740 }",-1.547
"Instant { tv_sec: 1774683, tv_nsec: 232389829 }",-1.4710001
"Instant { tv_sec: 1774683, tv_nsec: 248126623 }",-1.5090001
"Instant { tv_sec: 1774683, tv_nsec: 248273949 }",-1.4710001
"Instant { tv_sec: 1774683, tv_nsec: 264152932 }",-1.3720001
"Instant { tv_sec: 1774683, tv_nsec: 264300731 }",-1.139
"Instant { tv_sec: 1774683, tv_nsec: 280126551 }",-0.957
"Instant { tv_sec: 1774683, tv_nsec: 280272679 }",-1.4310001
"Instant { tv_sec: 1774683, tv_nsec: 280347600 }",-1.4820001
"Instant { tv_sec: 1774683, tv_nsec: 295692279 }",-1.503
"Instant { tv_sec: 1774683, tv_nsec: 295885878 }",-0.82900006
"Instant { tv_sec: 1774683, tv_nsec: 295959271 }",-1.223
"Instant { tv_sec: 1774683, tv_nsec: 311797645 }",-1.245
"Instant { tv_sec: 1774683, tv_nsec: 311851855 }",-1.5220001
"Instant { tv_sec: 1774683, tv_nsec: 328017431 }",-1.2620001
"Instant { tv_sec: 1774683, tv_nsec: 328069349 }",-1.4560001
"Instant { tv_sec: 1774683, tv_nsec: 343520951 }",-1.429
"Instant { tv_sec: 1774683, tv_nsec: 359933246 }",-1.485
"Instant { tv_sec: 1774683, tv_nsec: 376146388 }",-1.5370001
"Instant { tv_sec: 1774683, tv_nsec: 376272263 }",-1.5250001
"Instant { tv_sec: 1774683, tv_nsec: 392259989 }",-1.5270001
"Instant { tv_sec: 1774683, tv_nsec: 392394409 }",-1.213
"Instant { tv_sec: 1774683, tv_nsec: 408133109 }",-1.373
"Instant { tv_sec: 1774683, tv_nsec: 408280795 }",-1.3690001
"Instant { tv_sec: 1774683, tv_nsec: 408358323 }",-1.447
"Instant { tv_sec: 1774683, tv_nsec: 423682948 }",-1.302
"Instant { tv_sec: 1774683, tv_nsec: 423830321 }",-1.4690001
"Instant { tv_sec: 1774683, tv_nsec: 423904511 }",1.251
"Instant { tv_sec: 1774683, tv_nsec: 440286607 }",-1.3490001
"Instant { tv_sec: 1774683, tv_nsec: 440456579 }",-1.4050001
"Instant { tv_sec: 1774683, tv_nsec: 456035289 }",-1.4200001
"Instant { tv_sec: 1774683, tv_nsec: 456201052 }",-1.5430001
"Instant { tv_sec: 1774683, tv_nsec: 472047715 }",-1.388
"Instant { tv_sec: 1774683, tv_nsec: 472234970 }",-1.5410001
"Instant { tv_sec: 1774683, tv_nsec: 488189422 }",-1.3440001
"Instant { tv_sec: 1774683, tv_nsec: 488337991 }",-1.3850001
"Instant { tv_sec: 1774683, tv_nsec: 488410927 }",-1.2
"Instant { tv_sec: 1774683, tv_nsec: 504113738 }",-1.4100001
"Instant { tv_sec: 1774683, tv_nsec: 504263793 }",-1.1470001
"Instant { tv_sec: 1774683, tv_nsec: 504338873 }",-1.414
"Instant { tv_sec: 1774683, tv_nsec: 520035875 }",-1.5100001
"Instant { tv_sec: 1774683, tv_nsec: 520187467 }",-1.4250001
"Instant { tv_sec: 1774683, tv_nsec: 520261660 }",-1.544
"Instant { tv_sec: 1774683, tv_nsec: 536179280 }",-1.2770001
"Instant { tv_sec: 1774683, tv_nsec: 536316097 }",-1.182
"Instant { tv_sec: 1774683, tv_nsec: 551628228 }",-1.355
"Instant { tv_sec: 1774683, tv_nsec: 551810195 }",-1.401
"Instant { tv_sec: 1774683, tv_nsec: 568041533 }",-1.292
"Instant { tv_sec: 1774683, tv_nsec: 584124100 }",-1.3700001
"Instant { tv_sec: 1774683, tv_nsec: 584272285 }",-1.3620001
"Instant { tv_sec: 1774683, tv_nsec: 599611954 }",-1.276
"Instant { tv_sec: 1774683, tv_nsec: 599771749 }",-1.519
"Instant { tv_sec: 1774683, tv_nsec: 599845103 }",-1.238
"Instant { tv_sec: 1774683, tv_nsec: 615479621 }",-1.4330001
"Instant { tv_sec: 1774683, tv_nsec: 631454252 }",-1.422
"Instant { tv_sec: 1774683, tv_nsec: 631493113 }",-1.4990001
"Instant { tv_sec: 1774683, tv_nsec: 631506936 }",-1.3720001
"Instant { tv_sec: 1774683, tv_nsec: 648059195 }",-1.332
"Instant { tv_sec: 1774683, tv_nsec: 648144498 }",-1.414
"Instant { tv_sec: 1774683, tv_nsec: 648160242 }",-1.536
"Instant { tv_sec: 1774683, tv_nsec: 680065666 }",-1.404
"Instant { tv_sec: 1774683, tv_nsec: 680111045 }",-1.4640001
"Instant { tv_sec: 1774683, tv_nsec: 695485640 }",-1.2980001
"Instant { tv_sec: 1774683, tv_nsec: 695548220 }",-1.355
"Instant { tv_sec: 1774683, tv_nsec: 711800618 }",-1.4740001
"Instant { tv_sec: 1774683, tv_nsec: 727881289 }",-0.75100005
"Instant { tv_sec: 1774683, tv_nsec: 727975862 }",-1.2850001
"Instant { tv_sec: 1774683, tv_nsec: 744051055 }",-1.4020001
"Instant { tv_sec: 1774683, tv_nsec: 744198221 }",-1.4990001
"Instant { tv_sec: 1774683, tv_nsec: 759942714 }",-1.345
"Instant { tv_sec: 1774683, tv_nsec: 760156385 }",-1.404
"Instant { tv_sec: 1774683, tv_nsec: 760294424 }",-1.539
"Instant { tv_sec: 1774683, tv_nsec: 776045818 }",-1.4310001
"Instant { tv_sec: 1774683, tv_nsec: 776207397 }",-1.391
"Instant { tv_sec: 1774683, tv_nsec: 776328327 }",-1.5040001
"Instant { tv_sec: 1774683, tv_nsec: 824095476 }",-1.4250001
"Instant { tv_sec: 1774683, tv_nsec: 824280119 }",-1.3820001
"Instant { tv_sec: 1774683, tv_nsec: 840140926 }",-1.447
"Instant { tv_sec: 1774683, tv_nsec: 840376249 }",-1.3980001
"Instant { tv_sec: 1774683, tv_nsec: 856071168 }",-1.542
"Instant { tv_sec: 1774683, tv_nsec: 856268831 }",-1.3610001
"Instant { tv_sec: 1774683, tv_nsec: 872082442 }",-1.23
"Instant { tv_sec: 1774683, tv_nsec: 872217447 }",-1.393
"Instant { tv_sec: 1774683, tv_nsec: 888212447 }",-1.279
"Instant { tv_sec: 1774683, tv_nsec: 903638308 }",-1.5250001
"Instant { tv_sec: 1774683, tv_nsec: 903684040 }",-1.4510001
"Instant { tv_sec: 1774683, tv_nsec: 903700023 }",-1.468
"Instant { tv_sec: 1774683, tv_nsec: 936087801 }",-1.302
"Instant { tv_sec: 1774683, tv_nsec: 936300251 }",-1.3280001
"Instant { tv_sec: 1774683, tv_nsec: 936387077 }",-1.3470001
"Instant { tv_sec: 1774683, tv_nsec: 952074589 }",-1.488
"Instant { tv_sec: 1774683, tv_nsec: 952257522 }",-1.4920001
"Instant { tv_sec: 1774683, tv_nsec: 968072616 }",-1.0730001
"Instant { tv_sec: 1774683, tv_nsec: 968222655 }",-1.35
"Instant { tv_sec: 1774683, tv_nsec: 968297554 }",-1.4030001
"Instant { tv_sec: 1774683, tv_nsec: 999955179 }",-0.85800004
"Instant { tv_sec: 1774684, tv_nsec: 174240 }",-1.3330001
"Instant { tv_sec: 1774684, tv_nsec: 16114824 }",-1.3920001
"Instant { tv_sec: 1774684, tv_nsec: 48053841 }",-1.246
"Instant { tv_sec: 1774684, tv_nsec: 48204992 }",-1.3790001
"Instant { tv_sec: 1774684, tv_nsec: 48281554 }",-1.468
"Instant { tv_sec: 1774684, tv_nsec: 64208275 }",-1.337
"Instant { tv_sec: 1774684, tv_nsec: 79836514 }",-1.4200001
"Instant { tv_sec: 1774684, tv_nsec: 79984153 }",-1.539
"Instant { tv_sec: 1774684, tv_nsec: 95832777 }",-0.989
"Instant { tv_sec: 1774684, tv_nsec: 96060125 }",-1.338
"Instant { tv_sec: 1774684, tv_nsec: 111781248 }",-1.409
"Instant { tv_sec: 1774684, tv_nsec: 111968761 }",-1.3520001
"Instant { tv_sec: 1774684, tv_nsec: 127974270 }",-1.4860001
"Instant { tv_sec: 1774684, tv_nsec: 143606166 }",-1.3230001
"Instant { tv_sec: 1774684, tv_nsec: 143756130 }",-1.422
"Instant { tv_sec: 1774684, tv_nsec: 143831422 }",-1.4510001
"Instant { tv_sec: 1774684, tv_nsec: 159859223 }",-1.488
"Instant { tv_sec: 1774684, tv_nsec: 176056735 }",-1.4820001
"Instant { tv_sec: 1774684, tv_nsec: 191632332 }",-1.2080001
"Instant { tv_sec: 1774684, tv_nsec: 191683639 }",-1.4610001
"Instant { tv_sec: 1774684, tv_nsec: 208013169 }",-1.1850001
"Instant { tv_sec: 1774684, tv_nsec: 208082441 }",-1.322
"Instant { tv_sec: 1774684, tv_nsec: 223566478 }",-0.52900004
"Instant { tv_sec: 1774684, tv_nsec: 239949424 }",-1.35
"Instant { tv_sec: 1774684, tv_nsec: 240103922 }",-1.383
"Instant { tv_sec: 1774684, tv_nsec: 240168044 }",-1.376
"Instant { tv_sec: 1774684, tv_nsec: 255848498 }",-1.414
"Instant { tv_sec: 1774684, tv_nsec: 256034269 }",-1.2800001
"Instant { tv_sec: 1774684, tv_nsec: 256118971 }",-1.439
"Instant { tv_sec: 1774684, tv_nsec: 256186012 }",-1.281
"Instant { tv_sec: 1774684, tv_nsec: 272085312 }",-1.4000001
"Instant { tv_sec: 1774684, tv_nsec: 288035004 }",-1.3610001
"Instant { tv_sec: 1774684, tv_nsec: 288191046 }",-1.462
"Instant { tv_sec: 1774684, tv_nsec: 288268150 }",-1.539
"Instant { tv_sec: 1774684, tv_nsec: 303957286 }",-1.263
"Instant { tv_sec: 1774684, tv_nsec: 304135188 }",-1.46
"Instant { tv_sec: 1774684, tv_nsec: 304215675 }",-1.317
"Instant { tv_sec: 1774684, tv_nsec: 319518645 }",-1.399
"Instant { tv_sec: 1774684, tv_nsec: 335844631 }",-1.4920001
"Instant { tv_sec: 1774684, tv_nsec: 336031760 }",-1.4300001
"Instant { tv_sec: 1774684, tv_nsec: 336114196 }",-1.0550001
"Instant { tv_sec: 1774684, tv_nsec: 352145465 }",-1.187
"Instant { tv_sec: 1774684, tv_nsec: 352279617 }",-1.4890001
"Instant { tv_sec: 1774684, tv_nsec: 368073029 }",-1.4130001
"Instant { tv_sec: 1774684, tv_nsec: 383742704 }",-1.049
"Instant { tv_sec: 1774684, tv_nsec: 383878938 }",-0.813
"Instant { tv_sec: 1774684, tv_nsec: 399826490 }",-1.3800001
"Instant { tv_sec: 1774684, tv_nsec: 415752876 }",-1.319
"Instant { tv_sec: 1774684, tv_nsec: 415987258 }",-1.294
"Instant { tv_sec: 1774684, tv_nsec: 432064095 }",-1.2870001
"Instant { tv_sec: 1774684, tv_nsec: 432212733 }",-1.2540001
"Instant { tv_sec: 1774684, tv_nsec: 448140430 }",-1.273
"Instant { tv_sec: 1774684, tv_nsec: 464195187 }",-1.524
"Instant { tv_sec: 1774684, tv_nsec: 479973061 }",-1.121
"Instant { tv_sec: 1774684, tv_nsec: 480156528 }",-1.2490001
"Instant { tv_sec: 1774684, tv_nsec: 480230545 }",-1.4920001
"Instant { tv_sec: 1774684, tv_nsec: 495900626 }",-1.501
"Instant { tv_sec: 1774684, tv_nsec: 496092226 }",-0.84800005
"Instant { tv_sec: 1774684, tv_nsec: 496177085 }",-1.176
"Instant { tv_sec: 1774684, tv_nsec: 496247241 }",-1.36
"Instant { tv_sec: 1774684, tv_nsec: 511947779 }",-1.2570001
"Instant { tv_sec: 1774684, tv_nsec: 512110510 }",-1.3210001
"Instant { tv_sec: 1774684, tv_nsec: 527767210 }",-1.391
"Instant { tv_sec: 1774684, tv_nsec: 543790853 }",-1.4720001
"Instant { tv_sec: 1774684, tv_nsec: 543942707 }",-1.5410001
"Instant { tv_sec: 1774684, tv_nsec: 544096403 }",-1.4130001
"Instant { tv_sec: 1774684, tv_nsec: 559901917 }",-1.3560001
"Instant { tv_sec: 1774684, tv_nsec: 575503390 }",-1.3610001
"Instant { tv_sec: 1774684, tv_nsec: 575698563 }",-1.416
"Instant { tv_sec: 1774684, tv_nsec: 575772282 }",-1.041
"Instant { tv_sec: 1774684, tv_nsec: 591982414 }",-1.529
"Instant { tv_sec: 1774684, tv_nsec: 607954895 }",-1.547
"Instant { tv_sec: 1774684, tv_nsec: 608156364 }",-1.48
