Time,Feedback
"Instant { tv_sec: 1774689, tv_nsec: 103450148 }",-1.4900001
"Instant { tv_sec: 1774689, tv_nsec: 119478302 }",-1.5250001
"Instant { tv_sec: 1774689, tv_nsec: 135440820 }",-1.5170001
"Instant { tv_sec: 1774689, tv_nsec: 135626630 }",-1.4940001
"Instant { tv_sec: 1774689, tv_nsec: 151193149 }",-1.2140001
"Instant { tv_sec: 1774689, tv_nsec: 151352724 }",-1.0220001
"Instant { tv_sec: 1774689, tv_nsec: 166954894 }",-0.72
"Instant { tv_sec: 1774689, tv_nsec: 167100518 }",-1.404
"Instant { tv_sec: 1774689, tv_nsec: 183260178 }",-1.2570001
"Instant { tv_sec: 1774689, tv_nsec: 183414111 }",-1.414
"Instant { tv_sec: 1774689, tv_nsec: 183505846 }",-1.4530001
"Instant { tv_sec: 1774689, tv_nsec: 199273906 }",-1.417
"Instant { tv_sec: 1774689, tv_nsec: 199500124 }",-1.251
"Instant { tv_sec: 1774689, tv_nsec: 215283830 }",-1.4050001
"Instant { tv_sec: 1774689, tv_nsec: 231457868 }",-1.2780001
"Instant { tv_sec: 1774689, tv_nsec: 231628658 }",-1.273
"Instant { tv_sec: 1774689, tv_nsec: 231739081 }",-1.4460001
"Instant { tv_sec: 1774689, tv_nsec: 247277597 }",-1.4840001
"Instant { tv_sec: 1774689, tv_nsec: 262903677 }",-1.4070001
"Instant { tv_sec: 1774689, tv_nsec: 263051508 }",-1.393
"Instant { tv_sec: 1774689, tv_nsec: 279241813 }",-1.432
"Instant { tv_sec: 1774689, tv_nsec: 279387306 }",-1.529
"Instant { tv_sec: 1774689, tv_nsec: 294989790 }",-1.434
"Instant { tv_sec: 1774689, tv_nsec: 295136042 }",-1.4860001
"Instant { tv_sec: 1774689, tv_nsec: 295224355 }",-1.473
"Instant { tv_sec: 1774689, tv_nsec: 311211711 }",-1.4360001
"Instant { tv_sec: 1774689, tv_nsec: 311345005 }",-1.1500001
"Instant { tv_sec: 1774689, tv_nsec: 327197158 }",-1.45
"Instant { tv_sec: 1774689, tv_nsec: 343260487 }",-1.5040001
"Instant { tv_sec: 1774689, tv_nsec: 343410107 }",-1.4940001
"Instant { tv_sec: 1774689, tv_nsec: 358976643 }",-1.0040001
"Instant { tv_sec: 1774689, tv_nsec: 359110856 }",-1.5130001
"Instant { tv_sec: 1774689, tv_nsec: 375282832 }",-1.3870001
"Instant { tv_sec: 1774689, tv_nsec: 375468648 }",-1.3330001
"Instant { tv_sec: 1774689, tv_nsec: 391423868 }",-1.2980001
"Instant { tv_sec: 1774689, tv_nsec: 391557467 }",-1.3790001
"Instant { tv_sec: 1774689, tv_nsec: 407306497 }",-0.63100004
"Instant { tv_sec: 1774689, tv_nsec: 407443729 }",-1.493
"Instant { tv_sec: 1774689, tv_nsec: 423447666 }",-1.536
"Instant { tv_sec: 1774689, tv_nsec: 423584812 }",-1.501
"Instant { tv_sec: 1774689, tv_nsec: 438852068 }",-1.429
"Instant { tv_sec: 1774689, tv_nsec: 439031976 }",-1.3850001
"Instant { tv_sec: 1774689, tv_nsec: 455194481 }",-1.5280001
"Instant { tv_sec: 1774689, tv_nsec: 455341791 }",-0.771
"Instant { tv_sec: 1774689, tv_nsec: 455430010 }",-1.4310001
"Instant { tv_sec: 1774689, tv_nsec: 471180961 }",-1.25
"Instant { tv_sec: 1774689, tv_nsec: 471339330 }",-1.4990001
"Instant { tv_sec: 1774689, tv_nsec: 487445883 }",-1.389
"Instant { tv_sec: 1774689, tv_nsec: 503318910 }",-1.5130001
"Instant { tv_sec: 1774689, tv_nsec: 503456074 }",-1.177
"Instant { tv_sec: 1774689, tv_nsec: 519369595 }",-1.4460001
"Instant { tv_sec: 1774689, tv_nsec: 519519449 }",-1.5370001
"Instant { tv_sec: 1774689, tv_nsec: 519600229 }",-1.439
"Instant { tv_sec: 1774689, tv_nsec: 535379536 }",-1.465
"Instant { tv_sec: 1774689, tv_nsec: 551307058 }",-1.184
"Instant { tv_sec: 1774689, tv_nsec: 551440586 }",-1.5450001
"Instant { tv_sec: 1774689, tv_nsec: 583369270 }",-1.378
"Instant { tv_sec: 1774689, tv_nsec: 599268763 }",-1.3700001
"Instant { tv_sec: 1774689, tv_nsec: 599420560 }",-1.3980001
"Instant { tv_sec: 1774689, tv_nsec: 614831643 }",-1.5250001
"Instant { tv_sec: 1774689, tv_nsec: 614979774 }",-1.3520001
"Instant { tv_sec: 1774689, tv_nsec: 615068595 }",-1.5250001
"Instant { tv_sec: 1774689, tv_nsec: 631330687 }",-1.373
"Instant { tv_sec: 1774689, tv_nsec: 631526551 }",-1.4810001
"Instant { tv_sec: 1774689, tv_nsec: 647091242 }",-1.35
"Instant { tv_sec: 1774689, tv_nsec: 647241233 }",-1.0370001
"Instant { tv_sec: 1774689, tv_nsec: 647331279 }",-1.5130001
"Instant { tv_sec: 1774689, tv_nsec: 663139098 }",-0.94000006
"Instant { tv_sec: 1774689, tv_nsec: 679216346 }",-1.3900001
"Instant { tv_sec: 1774689, tv_nsec: 679366251 }",-1.424
"Instant { tv_sec: 1774689, tv_nsec: 695227008 }",-1.22
"Instant { tv_sec: 1774689, tv_nsec: 695372617 }",-0.90400004
"Instant { tv_sec: 1774689, tv_nsec: 711125728 }",-1.1800001
"Instant { tv_sec: 1774689, tv_nsec: 711296412 }",-1.0350001
"Instant { tv_sec: 1774689, tv_nsec: 726754538 }",-1.536
"Instant { tv_sec: 1774689, tv_nsec: 742738834 }",-1.5380001
"Instant { tv_sec: 1774689, tv_nsec: 742866785 }",-1.478
"Instant { tv_sec: 1774689, tv_nsec: 742939168 }",-1.3520001
"Instant { tv_sec: 1774689, tv_nsec: 758957880 }",-1.3390001
"Instant { tv_sec: 1774689, tv_nsec: 759145261 }",-1.416
"Instant { tv_sec: 1774689, tv_nsec: 775249608 }",-1.3620001
"Instant { tv_sec: 1774689, tv_nsec: 775409533 }",-1.4640001
"Instant { tv_sec: 1774689, tv_nsec: 790761208 }",-1.386
"Instant { tv_sec: 1774689, tv_nsec: 790895537 }",-1.5350001
"Instant { tv_sec: 1774689, tv_nsec: 790973964 }",-1.442
"Instant { tv_sec: 1774689, tv_nsec: 806912099 }",-1.261
"Instant { tv_sec: 1774689, tv_nsec: 807104459 }",-1.386
"Instant { tv_sec: 1774689, tv_nsec: 807231343 }",-0.85400003
"Instant { tv_sec: 1774689, tv_nsec: 823126812 }",-1.47
"Instant { tv_sec: 1774689, tv_nsec: 838705862 }",-1.273
"Instant { tv_sec: 1774689, tv_nsec: 838838279 }",-1.082
"Instant { tv_sec: 1774689, tv_nsec: 854999662 }",-1.373
"Instant { tv_sec: 1774689, tv_nsec: 855183419 }",-1.4720001
"Instant { tv_sec: 1774689, tv_nsec: 871101000 }",-1.409
"Instant { tv_sec: 1774689, tv_nsec: 871333186 }",-1.4050001
"Instant { tv_sec: 1774689, tv_nsec: 887191614 }",-1.0320001
"Instant { tv_sec: 1774689, tv_nsec: 887338497 }",-1.4840001
"Instant { tv_sec: 1774689, tv_nsec: 887412254 }",-1.3850001
"Instant { tv_sec: 1774689, tv_nsec: 902757568 }",-0.688
"Instant { tv_sec: 1774689, tv_nsec: 902903479 }",-1.463
"Instant { tv_sec: 1774689, tv_nsec: 902983103 }",-1.4480001
"Instant { tv_sec: 1774689, tv_nsec: 935212321 }",-1.3590001
"Instant { tv_sec: 1774689, tv_nsec: 935360493 }",-1.3260001
"Instant { tv_sec: 1774689, tv_nsec: 950841717 }",-1.19
"Instant { tv_sec: 1774689, tv_nsec: 967381467 }",-1.3340001
"Instant { tv_sec: 1774689, tv_nsec: 982703729 }",-1.292
"Instant { tv_sec: 1774689, tv_nsec: 982860357 }",-1.248
"Instant { tv_sec: 1774689, tv_nsec: 999362827 }",-1.4410001
"Instant { tv_sec: 1774689, tv_nsec: 999505740 }",-1.4350001
"Instant { tv_sec: 1774690, tv_nsec: 15263796 }",-1.5450001
"Instant { tv_sec: 1774690, tv_nsec: 15411587 }",-1.3970001
"Instant { tv_sec: 1774690, tv_nsec: 31229032 }",-1.434
"Instant { tv_sec: 1774690, tv_nsec: 31389880 }",-1.074
"Instant { tv_sec: 1774690, tv_nsec: 31466041 }",-1.251
"Instant { tv_sec: 1774690, tv_nsec: 31532500 }",-1.3950001
"Instant { tv_sec: 1774690, tv_nsec: 47010565 }",-1.2340001
"Instant { tv_sec: 1774690, tv_nsec: 47195506 }",-1.2900001
"Instant { tv_sec: 1774690, tv_nsec: 63172701 }",-1.1500001
"Instant { tv_sec: 1774690, tv_nsec: 79095222 }",-1.432
"Instant { tv_sec: 1774690, tv_nsec: 95152817 }",-1.222
"Instant { tv_sec: 1774690, tv_nsec: 95337025 }",-1.3870001
"Instant { tv_sec: 1774690, tv_nsec: 111048342 }",-1.1600001
"Instant { tv_sec: 1774690, tv_nsec: 111218695 }",-1.4430001
"Instant { tv_sec: 1774690, tv_nsec: 127035588 }",-1.468
"Instant { tv_sec: 1774690, tv_nsec: 143265135 }",-1.5300001
"Instant { tv_sec: 1774690, tv_nsec: 143399603 }",-1.212
"Instant { tv_sec: 1774690, tv_nsec: 159272852 }",-1.5430001
"Instant { tv_sec: 1774690, tv_nsec: 159458603 }",-1.34
"Instant { tv_sec: 1774690, tv_nsec: 175131280 }",-0.99000007
"Instant { tv_sec: 1774690, tv_nsec: 191099846 }",-1.3100001
"Instant { tv_sec: 1774690, tv_nsec: 191297334 }",-1.4840001
"Instant { tv_sec: 1774690, tv_nsec: 207240064 }",-1.409
"Instant { tv_sec: 1774690, tv_nsec: 207386089 }",-1.4920001
"Instant { tv_sec: 1774690, tv_nsec: 223069027 }",-1.4430001
"Instant { tv_sec: 1774690, tv_nsec: 223216656 }",-1.432
"Instant { tv_sec: 1774690, tv_nsec: 223290762 }",-1.388
"Instant { tv_sec: 1774690, tv_nsec: 239236014 }",-1.411
"Instant { tv_sec: 1774690, tv_nsec: 239423507 }",-1.496
"Instant { tv_sec: 1774690, tv_nsec: 254998896 }",-1.2360001
"Instant { tv_sec: 1774690, tv_nsec: 271050151 }",-0.96300006
"Instant { tv_sec: 1774690, tv_nsec: 271210312 }",-1.1980001
"Instant { tv_sec: 1774690, tv_nsec: 287081069 }",-1.488
"Instant { tv_sec: 1774690, tv_nsec: 303015839 }",-1.2870001
"Instant { tv_sec: 1774690, tv_nsec: 319183599 }",-1.222
"Instant { tv_sec: 1774690, tv_nsec: 319331396 }",-1.217
"Instant { tv_sec: 1774690, tv_nsec: 319405080 }",-1.4510001
"Instant { tv_sec: 1774690, tv_nsec: 335214069 }",-1.485
"Instant { tv_sec: 1774690, tv_nsec: 351168489 }",-1.2010001
"Instant { tv_sec: 1774690, tv_nsec: 351364891 }",-1.3440001
"Instant { tv_sec: 1774690, tv_nsec: 351439709 }",-1.1730001
"Instant { tv_sec: 1774690, tv_nsec: 367218008 }",-1.263
"Instant { tv_sec: 1774690, tv_nsec: 383060368 }",-1.3520001
"Instant { tv_sec: 1774690, tv_nsec: 399056758 }",-1.5250001
"Instant { tv_sec: 1774690, tv_nsec: 399205515 }",-1.3280001
"Instant { tv_sec: 1774690, tv_nsec: 415310660 }",-1.3900001
"Instant { tv_sec: 1774690, tv_nsec: 430633844 }",-1.483
"Instant { tv_sec: 1774690, tv_nsec: 430791825 }",-1.445
"Instant { tv_sec: 1774690, tv_nsec: 430902516 }",-1.373
"Instant { tv_sec: 1774690, tv_nsec: 447032607 }",-1.524
"Instant { tv_sec: 1774690, tv_nsec: 447179242 }",-1.4660001
"Instant { tv_sec: 1774690, tv_nsec: 447253289 }",-0.66400003
"Instant { tv_sec: 1774690, tv_nsec: 462671320 }",-1.4250001
"Instant { tv_sec: 1774690, tv_nsec: 462817836 }",-1.419
"Instant { tv_sec: 1774690, tv_nsec: 479033322 }",-1.419
"Instant { tv_sec: 1774690, tv_nsec: 479182471 }",-1.271
"Instant { tv_sec: 1774690, tv_nsec: 479257280 }",-1.465
"Instant { tv_sec: 1774690, tv_nsec: 494999561 }",-1.4490001
"Instant { tv_sec: 1774690, tv_nsec: 495146360 }",-1.4300001
"Instant { tv_sec: 1774690, tv_nsec: 511116108 }",-1.0170001
"Instant { tv_sec: 1774690, tv_nsec: 527086602 }",-1.447
"Instant { tv_sec: 1774690, tv_nsec: 527236691 }",-1.4690001
"Instant { tv_sec: 1774690, tv_nsec: 527312096 }",-1.2160001
"Instant { tv_sec: 1774690, tv_nsec: 543073814 }",-1.534
"Instant { tv_sec: 1774690, tv_nsec: 543255251 }",-1.0830001
"Instant { tv_sec: 1774690, tv_nsec: 559088485 }",-1.429
"Instant { tv_sec: 1774690, tv_nsec: 559235225 }",-1.378
"Instant { tv_sec: 1774690, tv_nsec: 575042093 }",-1.5040001
"Instant { tv_sec: 1774690, tv_nsec: 575197288 }",-1.1650001
"Instant { tv_sec: 1774690, tv_nsec: 575273528 }",-1.391
"Instant { tv_sec: 1774690, tv_nsec: 591110037 }",-1.3740001
"Instant { tv_sec: 1774690, tv_nsec: 591245341 }",-1.4030001
"Instant { tv_sec: 1774690, tv_nsec: 591318206 }",-1.284
"Instant { tv_sec: 1774690, tv_nsec: 607197982 }",-1.4260001
"Instant { tv_sec: 1774690, tv_nsec: 623125877 }",-1.3620001
"Instant { tv_sec: 1774690, tv_nsec: 638953719 }",-1.011
"Instant { tv_sec: 1774690, tv_nsec: 639100881 }",-1.2360001
"Instant { tv_sec: 1774690, tv_nsec: 639174077 }",-1.1780001
"Instant { tv_sec: 1774690, tv_nsec: 655076208 }",-1.4410001
"Instant { tv_sec: 1774690, tv_nsec: 655224892 }",-1.294
"Instant { tv_sec: 1774690, tv_nsec: 670584076 }",-1.3160001
"Instant { tv_sec: 1774690, tv_nsec: 670743573 }",-1.439
"Instant { tv_sec: 1774690, tv_nsec: 670856885 }",-1.3850001
"Instant { tv_sec: 1774690, tv_nsec: 687169376 }",-0.998
"Instant { tv_sec: 1774690, tv_nsec: 687314456 }",-1.363
"Instant { tv_sec: 1774690, tv_nsec: 687392293 }",-1.496
"Instant { tv_sec: 1774690, tv_nsec: 703107244 }",-1.13
"Instant { tv_sec: 1774690, tv_nsec: 708506084 }",-1.473
"Instant { tv_sec: 1774690, tv_nsec: 708682857 }",-1.5070001
"Instant { tv_sec: 1774690, tv_nsec: 718905772 }",1.386
"Instant { tv_sec: 1774690, tv_nsec: 735201304 }",1.338
"Instant { tv_sec: 1774690, tv_nsec: 751158082 }",1.4180001
"Instant { tv_sec: 1774690, tv_nsec: 751357124 }",1.3750001
"Instant { tv_sec: 1774690, tv_nsec: 751429386 }",1.4810001
"Instant { tv_sec: 1774690, tv_nsec: 767192252 }",1.521
"Instant { tv_sec: 1774690, tv_nsec: 767339964 }",1.5430001
"Instant { tv_sec: 1774690, tv_nsec: 767414627 }",1.4860001
"Instant { tv_sec: 1774690, tv_nsec: 782930784 }",1.4950001
"Instant { tv_sec: 1774690, tv_nsec: 783113368 }",1.5960001
"Instant { tv_sec: 1774690, tv_nsec: 799055429 }",1.5020001
"Instant { tv_sec: 1774690, tv_nsec: 815170024 }",1.5860001
"Instant { tv_sec: 1774690, tv_nsec: 815317360 }",1.325
"Instant { tv_sec: 1774690, tv_nsec: 830891941 }",1.5890001
"Instant { tv_sec: 1774690, tv_nsec: 831087045 }",1.3800001
"Instant { tv_sec: 1774690, tv_nsec: 831159494 }",1.419
"Instant { tv_sec: 1774690, tv_nsec: 863041322 }",1.4820001
"Instant { tv_sec: 1774690, tv_nsec: 879014798 }",1.2620001
"Instant { tv_sec: 1774690, tv_nsec: 879158519 }",1.508
"Instant { tv_sec: 1774690, tv_nsec: 895053032 }",1.434
"Instant { tv_sec: 1774690, tv_nsec: 895198413 }",1.4440001
"Instant { tv_sec: 1774690, tv_nsec: 895272137 }",1.5840001
"Instant { tv_sec: 1774690, tv_nsec: 911060335 }",1.4740001
"Instant { tv_sec: 1774690, tv_nsec: 911226476 }",1.3820001
"Instant { tv_sec: 1774690, tv_nsec: 927035975 }",1.521
"Instant { tv_sec: 1774690, tv_nsec: 927180298 }",1.5610001
"Instant { tv_sec: 1774691, tv_nsec: 6912932 }",-0.508
"Instant { tv_sec: 1774691, tv_nsec: 39160891 }",-0.777
"Instant { tv_sec: 1774691, tv_nsec: 86712428 }",-0.59300005
"Instant { tv_sec: 1774691, tv_nsec: 119160062 }",-0.526
"Instant { tv_sec: 1774691, tv_nsec: 150632209 }",1.3230001
"Instant { tv_sec: 1774691, tv_nsec: 551071517 }",-0.837
"Instant { tv_sec: 1774691, tv_nsec: 726802539 }",-0.822
"Instant { tv_sec: 1774691, tv_nsec: 759134808 }",-0.731
"Instant { tv_sec: 1774691, tv_nsec: 774760735 }",-0.63000005
"Instant { tv_sec: 1774691, tv_nsec: 838995900 }",1.317
"Instant { tv_sec: 1774691, tv_nsec: 886959126 }",-0.58400005
"Instant { tv_sec: 1774691, tv_nsec: 950736231 }",-0.90000004
"Instant { tv_sec: 1774691, tv_nsec: 950898905 }",1.4820001
"Instant { tv_sec: 1774691, tv_nsec: 983037724 }",1.304
"Instant { tv_sec: 1774692, tv_nsec: 62820457 }",-0.66200006
"Instant { tv_sec: 1774692, tv_nsec: 190423657 }",-0.577
"Instant { tv_sec: 1774692, tv_nsec: 318467137 }",-0.503
"Instant { tv_sec: 1774692, tv_nsec: 334801684 }",-0.60300004
"Instant { tv_sec: 1774692, tv_nsec: 446674341 }",1.588
"Instant { tv_sec: 1774692, tv_nsec: 462514403 }",1.3800001
"Instant { tv_sec: 1774692, tv_nsec: 510779075 }",-0.91300005
"Instant { tv_sec: 1774692, tv_nsec: 782593839 }",1.4000001
"Instant { tv_sec: 1774692, tv_nsec: 878368530 }",-1.164
"Instant { tv_sec: 1774692, tv_nsec: 878515222 }",1.312
"Instant { tv_sec: 1774692, tv_nsec: 926991076 }",1.439
"Instant { tv_sec: 1774692, tv_nsec: 958749242 }",1.4280001
"Instant { tv_sec: 1774693, tv_nsec: 22943674 }",-0.679
"Instant { tv_sec: 1774693, tv_nsec: 182704455 }",-1.519
"Instant { tv_sec: 1774693, tv_nsec: 230921160 }",1.4280001
"Instant { tv_sec: 1774693, tv_nsec: 582593067 }",1.3240001
"Instant { tv_sec: 1774693, tv_nsec: 678431062 }",-0.731
"Instant { tv_sec: 1774693, tv_nsec: 710393490 }",-1.12
"Instant { tv_sec: 1774693, tv_nsec: 726466927 }",-1.2340001
"Instant { tv_sec: 1774693, tv_nsec: 726614209 }",-1.4310001
"Instant { tv_sec: 1774693, tv_nsec: 726689986 }",-0.58900005
"Instant { tv_sec: 1774693, tv_nsec: 742780021 }",-1.233
"Instant { tv_sec: 1774693, tv_nsec: 742929343 }",-1.281
"Instant { tv_sec: 1774693, tv_nsec: 758745576 }",-1.4540001
"Instant { tv_sec: 1774693, tv_nsec: 774195563 }",-1.2780001
"Instant { tv_sec: 1774693, tv_nsec: 774367182 }",-1.4360001
"Instant { tv_sec: 1774693, tv_nsec: 791092071 }",-1.3130001
"Instant { tv_sec: 1774693, tv_nsec: 791236857 }",-1.194
"Instant { tv_sec: 1774693, tv_nsec: 791387979 }",-1.3260001
"Instant { tv_sec: 1774693, tv_nsec: 806638448 }",-1.404
"Instant { tv_sec: 1774693, tv_nsec: 806863429 }",-1.3690001
"Instant { tv_sec: 1774693, tv_nsec: 838799595 }",-1.34
"Instant { tv_sec: 1774693, tv_nsec: 838972358 }",-1.22
"Instant { tv_sec: 1774693, tv_nsec: 839073072 }",-1.271
"Instant { tv_sec: 1774693, tv_nsec: 854663292 }",-1.5040001
"Instant { tv_sec: 1774693, tv_nsec: 854833960 }",-1.404
"Instant { tv_sec: 1774693, tv_nsec: 854940936 }",-1.483
"Instant { tv_sec: 1774693, tv_nsec: 870540751 }",-1.409
"Instant { tv_sec: 1774693, tv_nsec: 870711198 }",-1.353
"Instant { tv_sec: 1774693, tv_nsec: 870813820 }",-1.5380001
"Instant { tv_sec: 1774693, tv_nsec: 870886478 }",-1.5430001
"Instant { tv_sec: 1774693, tv_nsec: 886794354 }",-1.35
"Instant { tv_sec: 1774693, tv_nsec: 902671412 }",-1.4120001
"Instant { tv_sec: 1774693, tv_nsec: 902842640 }",-1.4940001
"Instant { tv_sec: 1774693, tv_nsec: 918735456 }",-1.475
"Instant { tv_sec: 1774693, tv_nsec: 918904913 }",-1.47
"Instant { tv_sec: 1774693, tv_nsec: 919007300 }",-1.24
"Instant { tv_sec: 1774693, tv_nsec: 934769817 }",-1.478
"Instant { tv_sec: 1774693, tv_nsec: 950803645 }",-1.343
"Instant { tv_sec: 1774693, tv_nsec: 950961254 }",-1.373
"Instant { tv_sec: 1774693, tv_nsec: 951065767 }",-1.473
"Instant { tv_sec: 1774693, tv_nsec: 966801453 }",-1.4810001
"Instant { tv_sec: 1774693, tv_nsec: 982378280 }",-1.263
"Instant { tv_sec: 1774693, tv_nsec: 998417181 }",-1.478
"Instant { tv_sec: 1774693, tv_nsec: 998564393 }",-1.279
"Instant { tv_sec: 1774694, tv_nsec: 14617321 }",-1.473
"Instant { tv_sec: 1774694, tv_nsec: 30440051 }",-0.70900005
"Instant { tv_sec: 1774694, tv_nsec: 30660597 }",-1.4920001
"Instant { tv_sec: 1774694, tv_nsec: 46593931 }",-1.036
"Instant { tv_sec: 1774694, tv_nsec: 46743509 }",-1.4330001
"Instant { tv_sec: 1774694, tv_nsec: 46818671 }",-1.5130001
"Instant { tv_sec: 1774694, tv_nsec: 62612267 }",-1.251
"Instant { tv_sec: 1774694, tv_nsec: 78354599 }",-1.4430001
"Instant { tv_sec: 1774694, tv_nsec: 78503083 }",-1.498
"Instant { tv_sec: 1774694, tv_nsec: 78575992 }",-1.4120001
"Instant { tv_sec: 1774694, tv_nsec: 94544425 }",-1.36
"Instant { tv_sec: 1774694, tv_nsec: 94690402 }",-1.0220001
"Instant { tv_sec: 1774694, tv_nsec: 94765712 }",-1.391
"Instant { tv_sec: 1774694, tv_nsec: 110484408 }",-1.4640001
"Instant { tv_sec: 1774694, tv_nsec: 110704865 }",-1.536
"Instant { tv_sec: 1774694, tv_nsec: 126206581 }",-1.406
"Instant { tv_sec: 1774694, tv_nsec: 142791278 }",-1.5410001
"Instant { tv_sec: 1774694, tv_nsec: 142925935 }",-1.3340001
"Instant { tv_sec: 1774694, tv_nsec: 158689891 }",-1.4310001
"Instant { tv_sec: 1774694, tv_nsec: 174299046 }",-1.34
"Instant { tv_sec: 1774694, tv_nsec: 190603381 }",-1.4080001
"Instant { tv_sec: 1774694, tv_nsec: 190750699 }",-1.156
"Instant { tv_sec: 1774694, tv_nsec: 190824903 }",-1.4080001
"Instant { tv_sec: 1774694, tv_nsec: 190897010 }",-1.404
"Instant { tv_sec: 1774694, tv_nsec: 206717402 }",-1.5380001
"Instant { tv_sec: 1774694, tv_nsec: 206904540 }",-1.4690001
"Instant { tv_sec: 1774694, tv_nsec: 222149995 }",-1.491
"Instant { tv_sec: 1774694, tv_nsec: 222307985 }",-1.291
"Instant { tv_sec: 1774694, tv_nsec: 238697338 }",-1.4670001
"Instant { tv_sec: 1774694, tv_nsec: 238867993 }",-0.99300003
"Instant { tv_sec: 1774694, tv_nsec: 238970934 }",-1.4670001
"Instant { tv_sec: 1774694, tv_nsec: 254611291 }",-1.5170001
"Instant { tv_sec: 1774694, tv_nsec: 254778877 }",-1.5220001
"Instant { tv_sec: 1774694, tv_nsec: 254882013 }",-1.534
"Instant { tv_sec: 1774694, tv_nsec: 270677651 }",-1.1340001
"Instant { tv_sec: 1774694, tv_nsec: 270916770 }",-1.353
"Instant { tv_sec: 1774694, tv_nsec: 271003036 }",-1.2270001
"Instant { tv_sec: 1774694, tv_nsec: 286690938 }",-1.5220001
"Instant { tv_sec: 1774694, tv_nsec: 286856393 }",-1.335
"Instant { tv_sec: 1774694, tv_nsec: 302652596 }",-1.3920001
"Instant { tv_sec: 1774694, tv_nsec: 318260821 }",-1.386
"Instant { tv_sec: 1774694, tv_nsec: 318419751 }",-1.092
"Instant { tv_sec: 1774694, tv_nsec: 334713273 }",-1.5430001
"Instant { tv_sec: 1774694, tv_nsec: 334871100 }",-1.5270001
"Instant { tv_sec: 1774694, tv_nsec: 350604303 }",-1.4640001
"Instant { tv_sec: 1774694, tv_nsec: 350776358 }",-1.2930001
"Instant { tv_sec: 1774694, tv_nsec: 350883344 }",1.3210001
"Instant { tv_sec: 1774694, tv_nsec: 366450787 }",-1.3410001
"Instant { tv_sec: 1774694, tv_nsec: 382199245 }",-1.3790001
"Instant { tv_sec: 1774694, tv_nsec: 382369220 }",-1.4790001
"Instant { tv_sec: 1774694, tv_nsec: 398108615 }",-1.4860001
"Instant { tv_sec: 1774694, tv_nsec: 398363597 }",-1.195
"Instant { tv_sec: 1774694, tv_nsec: 414564759 }",-0.63500005
"Instant { tv_sec: 1774694, tv_nsec: 414607484 }",-1.531
"Instant { tv_sec: 1774694, tv_nsec: 430472852 }",-1.473
"Instant { tv_sec: 1774694, tv_nsec: 430538982 }",-1.3920001
"Instant { tv_sec: 1774694, tv_nsec: 430560780 }",-1.32
"Instant { tv_sec: 1774694, tv_nsec: 446438644 }",-1.2620001
"Instant { tv_sec: 1774694, tv_nsec: 446510962 }",-1.399
"Instant { tv_sec: 1774694, tv_nsec: 462428588 }",-0.74700004
"Instant { tv_sec: 1774694, tv_nsec: 462522244 }",-1.4030001
"Instant { tv_sec: 1774694, tv_nsec: 478482653 }",-0.83000004
"Instant { tv_sec: 1774694, tv_nsec: 494426000 }",-1.2370001
"Instant { tv_sec: 1774694, tv_nsec: 494573532 }",-1.529
"Instant { tv_sec: 1774694, tv_nsec: 494646678 }",-1.4150001
"Instant { tv_sec: 1774694, tv_nsec: 510514519 }",-1.465
"Instant { tv_sec: 1774694, tv_nsec: 510727437 }",-1.2140001
"Instant { tv_sec: 1774694, tv_nsec: 510803774 }",-1.411
"Instant { tv_sec: 1774694, tv_nsec: 542641614 }",-1.5130001
"Instant { tv_sec: 1774694, tv_nsec: 542790810 }",-1.404
"Instant { tv_sec: 1774694, tv_nsec: 542864918 }",-1.1450001
"Instant { tv_sec: 1774694, tv_nsec: 558720573 }",-1.194
"Instant { tv_sec: 1774694, tv_nsec: 574615003 }",-1.434
"Instant { tv_sec: 1774694, tv_nsec: 574761759 }",-1.4330001
"Instant { tv_sec: 1774694, tv_nsec: 590587009 }",-1.3790001
"Instant { tv_sec: 1774694, tv_nsec: 606264710 }",-1.5380001
"Instant { tv_sec: 1774694, tv_nsec: 606414567 }",-1.082
"Instant { tv_sec: 1774694, tv_nsec: 606489571 }",-1.3310001
"Instant { tv_sec: 1774694, tv_nsec: 622499254 }",-1.3110001
"Instant { tv_sec: 1774694, tv_nsec: 622647921 }",-1.4080001
"Instant { tv_sec: 1774694, tv_nsec: 638293618 }",-1.172
"Instant { tv_sec: 1774694, tv_nsec: 638477007 }",-1.5070001
"Instant { tv_sec: 1774694, tv_nsec: 654632098 }",-1.2600001
"Instant { tv_sec: 1774694, tv_nsec: 654778839 }",-1.166
"Instant { tv_sec: 1774694, tv_nsec: 654854270 }",-1.529
"Instant { tv_sec: 1774694, tv_nsec: 670499598 }",-1.4350001
"Instant { tv_sec: 1774694, tv_nsec: 670723286 }",-1.4300001
"Instant { tv_sec: 1774694, tv_nsec: 686707826 }",-1.13
"Instant { tv_sec: 1774694, tv_nsec: 702256344 }",-1.519
"Instant { tv_sec: 1774694, tv_nsec: 702403212 }",-1.248
"Instant { tv_sec: 1774694, tv_nsec: 702477749 }",-1.2190001
"Instant { tv_sec: 1774694, tv_nsec: 718491724 }",-1.177
"Instant { tv_sec: 1774694, tv_nsec: 718635526 }",-1.381
"Instant { tv_sec: 1774694, tv_nsec: 718708540 }",-1.5020001
"Instant { tv_sec: 1774694, tv_nsec: 734130084 }",-0.901
